feature_names	SUPER_PATHWAY	SUB_PATHWAY	COMP_ID	PLATFORM	KEGG	HMDB
compid_1002	Xenobiotics	Food Component/Plant	1002	LC/MS Neg	NA	NA
compid_1003	Xenobiotics	Food Component/Plant	1003	LC/MS Neg	NA	NA
compid_1004	Xenobiotics	Food Component/Plant	1004	LC/MS Pos Early	C05570	HMDB1004
compid_1005	Xenobiotics	Food Component/Plant	1005	LC/MS Polar	C00503	HMDB1005
compid_1006	Xenobiotics	Chemical	1006	LC/MS Neg	NA	HMDB1006
compid_1007	Xenobiotics	Food Component/Plant	1007	LC/MS Neg	NA	NA
compid_1008	Xenobiotics	Food Component/Plant	1008	LC/MS Neg	NA	HMDB1008
compid_1009	Xenobiotics	Food Component/Plant	1009	LC/MS Neg	NA	NA
compid_1010	Xenobiotics	Food Component/Plant	1010	LC/MS Neg	NA	NA
compid_1011	Xenobiotics	Food Component/Plant	1011	LC/MS Neg	NA	NA
compid_1012	Xenobiotics	Food Component/Plant	1012	LC/MS Neg	NA	NA
compid_1013	Xenobiotics	Benzoate Metabolism	1013	LC/MS Neg	NA	HMDB1013
compid_1014	Xenobiotics	Benzoate Metabolism	1014	LC/MS Neg	C01586	HMDB1014
compid_1015	Xenobiotics	Food Component/Plant	1015	LC/MS Pos Early	NA	NA
compid_1016	Xenobiotics	Food Component/Plant	1016	LC/MS Pos Early	C08283	HMDB1016
compid_1017	Xenobiotics	Drug - Topical Agents	1017	LC/MS Neg	C00530	HMDB1017
compid_1018	Xenobiotics	Chemical	1018	LC/MS Neg	NA	NA
compid_1019	Xenobiotics	Tobacco Metabolite	1019	LC/MS Pos Early	NA	HMDB1019
compid_1020	Xenobiotics	Drug - Analgesics, Anesthetics	1020	LC/MS Neg	D00126	HMDB1020
compid_1021	Xenobiotics	Chemical	1021	LC/MS Pos Early	NA	NA
compid_1022	Xenobiotics	Food Component/Plant	1022	LC/MS Pos Early	C12312	NA
compid_1023	Xenobiotics	Food Component/Plant	1023	LC/MS Neg	NA	NA
compid_1024	Xenobiotics	Food Component/Plant	1024	LC/MS Neg	NA	NA
compid_1025	Xenobiotics	Food Component/Plant	1025	LC/MS Pos Early	NA	HMDB1025
compid_1026	Xenobiotics	Benzoate Metabolism	1026	LC/MS Neg	NA	NA
compid_1027	Xenobiotics	Food Component/Plant	1027	LC/MS Neg	NA	HMDB1027
compid_1028	Xenobiotics	Food Component/Plant	1028	LC/MS Neg	NA	NA
compid_1029	Xenobiotics	Food Component/Plant	1029	LC/MS Pos Early	NA	NA
compid_1030	Xenobiotics	Bacterial/Fungal	1030	LC/MS Pos Early	NA	NA
compid_1031	Xenobiotics	Benzoate Metabolism	1031	LC/MS Neg	NA	NA
compid_1032	Xenobiotics	Chemical	1032	LC/MS Neg	NA	NA
compid_1033	Xenobiotics	Benzoate Metabolism	1033	LC/MS Neg	NA	HMDB1033
compid_1034	Xenobiotics	Xanthine Metabolism	1034	LC/MS Neg	C13747	HMDB1034
compid_1035	Xenobiotics	Chemical	1035	LC/MS Neg	C18142	HMDB1035
compid_1036	Xenobiotics	Chemical	1036	LC/MS Neg	NA	HMDB1036
compid_1037	Xenobiotics	Food Component/Plant	1037	LC/MS Neg	C01607	HMDB1037
compid_1038	Xenobiotics	Food Component/Plant	1038	LC/MS Pos Late	C03882	HMDB1038
compid_1039	Xenobiotics	Benzoate Metabolism	1039	LC/MS Neg	D01422	HMDB1039
compid_1040	Xenobiotics	Benzoate Metabolism	1040	LC/MS Neg	NA	NA
compid_1041	Xenobiotics	Food Component/Plant	1041	LC/MS Neg	NA	HMDB1041
compid_1042	Xenobiotics	Food Component/Plant	1042	LC/MS Polar	C00296	HMDB1042
compid_1043	Xenobiotics	Food Component/Plant	1043	LC/MS Neg	NA	NA
compid_1044	Xenobiotics	Food Component/Plant	1044	LC/MS Neg	NA	NA
compid_1045	Xenobiotics	Food Component/Plant	1045	LC/MS Pos Early	NA	HMDB1045
compid_1046	Xenobiotics	Food Component/Plant	1046	LC/MS Neg	D01085	HMDB1046
compid_1047	Xenobiotics	Drug - Topical Agents	1047	LC/MS Polar	C00805	HMDB1047
compid_1048	Xenobiotics	Drug - Analgesics, Anesthetics	1048	LC/MS Neg	NA	NA
compid_1049	Xenobiotics	Food Component/Plant	1049	LC/MS Pos Late	C06543	HMDB1049
compid_1050	Xenobiotics	Food Component/Plant	1050	LC/MS Pos Early	C10172	HMDB1050
compid_1051	Xenobiotics	Chemical	1051	LC/MS Polar	C07273	NA
compid_1052	Xenobiotics	Food Component/Plant	1052	LC/MS Neg	NA	NA
compid_1053	Xenobiotics	Food Component/Plant	1053	LC/MS Neg	NA	NA
compid_1054	Xenobiotics	Food Component/Plant	1054	LC/MS Neg	NA	NA
compid_1055	Xenobiotics	Food Component/Plant	1055	LC/MS Neg	NA	NA
compid_1056	Xenobiotics	Chemical	1056	LC/MS Neg	C00059	HMDB1056
compid_1057	Xenobiotics	Food Component/Plant	1057	LC/MS Neg	C00898	HMDB1057
compid_1058	Xenobiotics	Bacterial/Fungal	1058	LC/MS Neg	C02287	HMDB1058
compid_1059	Xenobiotics	Food Component/Plant	1059	LC/MS Pos Early	C01047	HMDB1059
compid_1060	Xenobiotics	Xanthine Metabolism	1060	LC/MS Pos Early	C07480	HMDB1060
compid_1061	Xenobiotics	Xanthine Metabolism	1061	LC/MS Neg	C07130	HMDB1061
compid_1062	Xenobiotics	Chemical	1062	LC/MS Pos Early	NA	NA
compid_1063	Xenobiotics	Food Component/Plant	1063	LC/MS Neg	C09908	HMDB1063
compid_1064	Xenobiotics	Chemical	1064	LC/MS Pos Early	C06771	HMDB1064
compid_1065	Xenobiotics	Food Component/Plant	1065	LC/MS Neg	NA	NA
compid_1066	Xenobiotics	Drug - Neurological	1066	LC/MS Neg	NA	NA
