SampleID	Index	OlinkID	UniProt	Assay	MissingFreq	Panel	Panel_Version	PlateID	QC_Warning	LOD	NPX	Normalization
Empty well_02	9397	OID00094	P37451	Protein_94	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.47	Intensity Normalized (v.2)
Empty well_03	9398	OID00094	P37451	Protein_94	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.13	Intensity Normalized (v.2)
Empty well_04	9399	OID00094	P37451	Protein_94	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.03	Intensity Normalized (v.2)
Empty well_05	9400	OID00094	P37451	Protein_94	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.68	Intensity Normalized (v.2)
Sample_00001	9401	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.15	Intensity Normalized (v.2)
Sample_00002	9402	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.59	Intensity Normalized (v.2)
Sample_00003	9403	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.34	Intensity Normalized (v.2)
Sample_00004	9404	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.33	Intensity Normalized (v.2)
Sample_00005	9405	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.6	Intensity Normalized (v.2)
Sample_00006	9406	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.39	Intensity Normalized (v.2)
Sample_00007	9407	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.84	Intensity Normalized (v.2)
Sample_00008	9408	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.74	Intensity Normalized (v.2)
Sample_00009	9409	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.75	Intensity Normalized (v.2)
Sample_00010	9410	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.12	Intensity Normalized (v.2)
Sample_00011	9411	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.31	Intensity Normalized (v.2)
Sample_00012	9412	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.56	Intensity Normalized (v.2)
Sample_00013	9413	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.07	Intensity Normalized (v.2)
Sample_00014	9414	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.77	Intensity Normalized (v.2)
Sample_00015	9415	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.28	Intensity Normalized (v.2)
Sample_00016	9416	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.46	Intensity Normalized (v.2)
Sample_00017	9417	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.84	Intensity Normalized (v.2)
Sample_00018	9418	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.99	Intensity Normalized (v.2)
Sample_00019	9419	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.59	Intensity Normalized (v.2)
Sample_00020	9420	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.84	Intensity Normalized (v.2)
Sample_00021	9421	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.47	Intensity Normalized (v.2)
Sample_00022	9422	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.83	Intensity Normalized (v.2)
Sample_00023	9423	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.31	Intensity Normalized (v.2)
Sample_00024	9424	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.25	Intensity Normalized (v.2)
Sample_00025	9425	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.51	Intensity Normalized (v.2)
Sample_00026	9426	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.83	Intensity Normalized (v.2)
Sample_00027	9427	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.81	Intensity Normalized (v.2)
Sample_00028	9428	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.51	Intensity Normalized (v.2)
Sample_00029	9429	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.26	Intensity Normalized (v.2)
Sample_00030	9430	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.31	Intensity Normalized (v.2)
Sample_00031	9431	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.62	Intensity Normalized (v.2)
Sample_00032	9432	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.77	Intensity Normalized (v.2)
Sample_00033	9433	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.82	Intensity Normalized (v.2)
Sample_00034	9434	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.99	Intensity Normalized (v.2)
Sample_00035	9435	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.33	Intensity Normalized (v.2)
Sample_00036	9436	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.99	Intensity Normalized (v.2)
Sample_00037	9437	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.93	Intensity Normalized (v.2)
Sample_00038	9438	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.74	Intensity Normalized (v.2)
Sample_00039	9439	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.28	Intensity Normalized (v.2)
Sample_00040	9440	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.12	Intensity Normalized (v.2)
Sample_00041	9441	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.42	Intensity Normalized (v.2)
Sample_00042	9442	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.77	Intensity Normalized (v.2)
Sample_00043	9443	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.55	Intensity Normalized (v.2)
Sample_00044	9444	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.87	Intensity Normalized (v.2)
Sample_00045	9445	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.37	Intensity Normalized (v.2)
Sample_00046	9446	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.05	Intensity Normalized (v.2)
Sample_00047	9447	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.9	Intensity Normalized (v.2)
Sample_00048	9448	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.04	Intensity Normalized (v.2)
Sample_00049	9449	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.11	Intensity Normalized (v.2)
Sample_00050	9450	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.96	Intensity Normalized (v.2)
Sample_00051	9451	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.59	Intensity Normalized (v.2)
Sample_00052	9452	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.09	Intensity Normalized (v.2)
Sample_00053	9453	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.79	Intensity Normalized (v.2)
Sample_00054	9454	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.61	Intensity Normalized (v.2)
Sample_00055	9455	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.89	Intensity Normalized (v.2)
Sample_00056	9456	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.61	Intensity Normalized (v.2)
Sample_00057	9457	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.81	Intensity Normalized (v.2)
Sample_00058	9458	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.18	Intensity Normalized (v.2)
Sample_00059	9459	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.78	Intensity Normalized (v.2)
Sample_00060	9460	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.95	Intensity Normalized (v.2)
Sample_00061	9461	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.81	Intensity Normalized (v.2)
Sample_00062	9462	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.75	Intensity Normalized (v.2)
Sample_00063	9463	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.41	Intensity Normalized (v.2)
Sample_00064	9464	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.39	Intensity Normalized (v.2)
Sample_00065	9465	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.97	Intensity Normalized (v.2)
Sample_00066	9466	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.16	Intensity Normalized (v.2)
Sample_00067	9467	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.85	Intensity Normalized (v.2)
Sample_00068	9468	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.93	Intensity Normalized (v.2)
Sample_00069	9469	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.52	Intensity Normalized (v.2)
Sample_00070	9470	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.03	Intensity Normalized (v.2)
Sample_00071	9471	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.89	Intensity Normalized (v.2)
Sample_00072	9472	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.27	Intensity Normalized (v.2)
Sample_00073	9473	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.16	Intensity Normalized (v.2)
Sample_00074	9474	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.7	Intensity Normalized (v.2)
Sample_00075	9475	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.24	Intensity Normalized (v.2)
Sample_00076	9476	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.06	Intensity Normalized (v.2)
Sample_00077	9477	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.06	Intensity Normalized (v.2)
Sample_00078	9478	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.6	Intensity Normalized (v.2)
Sample_00079	9479	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.39	Intensity Normalized (v.2)
Sample_00080	9480	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.45	Intensity Normalized (v.2)
Sample_00081	9481	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.24	Intensity Normalized (v.2)
Sample_00082	9482	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.88	Intensity Normalized (v.2)
Sample_00083	9483	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.33	Intensity Normalized (v.2)
Sample_00084	9484	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.97	Intensity Normalized (v.2)
Sample_00085	9485	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.88	Intensity Normalized (v.2)
Sample_00086	9486	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.87	Intensity Normalized (v.2)
Sample_00087	9487	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.63	Intensity Normalized (v.2)
Sample_00088	9488	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.19	Intensity Normalized (v.2)
Sample_00089	9489	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.14	Intensity Normalized (v.2)
Sample_00090	9490	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.46	Intensity Normalized (v.2)
CONTROL_0001	9491	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.11	Intensity Normalized (v.2)
CONTROL_0002	9492	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.6	Intensity Normalized (v.2)
CONTROL_0003	9493	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.13	Intensity Normalized (v.2)
CONTROL_0004	9494	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.75	Intensity Normalized (v.2)
CONTROL_0005	9495	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.57	Intensity Normalized (v.2)
Empty well_01	9496	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.06	Intensity Normalized (v.2)
Empty well_02	9497	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.07	Intensity Normalized (v.2)
Empty well_03	9498	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.19	Intensity Normalized (v.2)
Empty well_04	9499	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.46	Intensity Normalized (v.2)
Empty well_05	9500	OID00095	P32748	Protein_95	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.15	Intensity Normalized (v.2)
Sample_00001	9501	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.68	Intensity Normalized (v.2)
Sample_00002	9502	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.78	Intensity Normalized (v.2)
Sample_00003	9503	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.58	Intensity Normalized (v.2)
Sample_00004	9504	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.84	Intensity Normalized (v.2)
Sample_00005	9505	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.08	Intensity Normalized (v.2)
Sample_00006	9506	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.14	Intensity Normalized (v.2)
Sample_00007	9507	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.51	Intensity Normalized (v.2)
Sample_00008	9508	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.22	Intensity Normalized (v.2)
Sample_00009	9509	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.86	Intensity Normalized (v.2)
Sample_00010	9510	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.5	Intensity Normalized (v.2)
Sample_00011	9511	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.92	Intensity Normalized (v.2)
Sample_00012	9512	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.18	Intensity Normalized (v.2)
Sample_00013	9513	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.7	Intensity Normalized (v.2)
Sample_00014	9514	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.05	Intensity Normalized (v.2)
Sample_00015	9515	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9	Intensity Normalized (v.2)
Sample_00016	9516	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.8	Intensity Normalized (v.2)
Sample_00017	9517	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.97	Intensity Normalized (v.2)
Sample_00018	9518	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.59	Intensity Normalized (v.2)
Sample_00019	9519	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.86	Intensity Normalized (v.2)
Sample_00020	9520	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.25	Intensity Normalized (v.2)
Sample_00021	9521	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.44	Intensity Normalized (v.2)
Sample_00022	9522	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.78	Intensity Normalized (v.2)
Sample_00023	9523	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.67	Intensity Normalized (v.2)
Sample_00024	9524	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.34	Intensity Normalized (v.2)
Sample_00025	9525	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8	Intensity Normalized (v.2)
Sample_00026	9526	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.9	Intensity Normalized (v.2)
Sample_00027	9527	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.5	Intensity Normalized (v.2)
Sample_00028	9528	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.77	Intensity Normalized (v.2)
Sample_00029	9529	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.36	Intensity Normalized (v.2)
Sample_00030	9530	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.55	Intensity Normalized (v.2)
Sample_00031	9531	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.24	Intensity Normalized (v.2)
Sample_00032	9532	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.19	Intensity Normalized (v.2)
Sample_00033	9533	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.82	Intensity Normalized (v.2)
Sample_00034	9534	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9	Intensity Normalized (v.2)
Sample_00035	9535	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.67	Intensity Normalized (v.2)
Sample_00036	9536	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.23	Intensity Normalized (v.2)
Sample_00037	9537	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.7	Intensity Normalized (v.2)
Sample_00038	9538	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.92	Intensity Normalized (v.2)
Sample_00039	9539	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.6	Intensity Normalized (v.2)
Sample_00040	9540	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.5	Intensity Normalized (v.2)
Sample_00041	9541	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.6	Intensity Normalized (v.2)
Sample_00042	9542	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.98	Intensity Normalized (v.2)
Sample_00043	9543	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.6	Intensity Normalized (v.2)
Sample_00044	9544	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.47	Intensity Normalized (v.2)
Sample_00045	9545	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.36	Intensity Normalized (v.2)
Sample_00046	9546	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.68	Intensity Normalized (v.2)
Sample_00047	9547	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.08	Intensity Normalized (v.2)
Sample_00048	9548	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7	Intensity Normalized (v.2)
Sample_00049	9549	OID00096	P42485	Protein_96	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.71	Intensity Normalized (v.2)
